repeat,fold,n_train,n_valid,variant,r2,mse,rmse,mae,max_error,negative_predictions,gate_value
4,1,792,198,hybrid_gated,0.6793133106562254,0.9246530296116158,0.9615888048493575,0.7200610618061489,3.1271378796100615,18,0.09367205202579498
4,1,792,198,hybrid_ungated,0.8774568888885041,0.35333508596551017,0.5944199575767205,0.4233171457955332,2.4490422706604003,2,
4,1,792,198,stack_ridge,0.8829569107093753,0.33747657980173634,0.5809273446841148,0.4060220225659324,2.382961661467993,0,
4,1,792,198,stack_nnls,0.8787381217133174,0.34964083904953835,0.5913043539916972,0.4115031092035003,2.558086110214629,0,
4,2,792,198,rf,0.7920566447086876,0.4165065255287878,0.6453731676547978,0.43647964646464643,3.051329999999999,0,
4,2,792,198,gbr,0.7943426158037853,0.4119277695644795,0.6418159935405782,0.43681594075405616,2.9828361803307657,0,
4,2,792,198,svr,0.718507271886309,0.5638244991478767,0.7508824802509889,0.4916307864803728,4.193833967660444,0,
4,2,792,198,mlp,0.7794808321171818,0.4416956353267488,0.6646018622654836,0.4208349983120205,3.9136437301635745,0,
4,2,792,198,pinn,0.7428592610961151,0.5150479349663397,0.7176684018168417,0.4301377532849408,4.577992332458496,0,
4,2,792,198,hybrid_gated,0.5076793148626346,0.9861088262486227,0.9930301235353451,0.7098486251987591,4.460557881355285,13,0.08623528480529785
