tier,repeat,fold,n_train,n_valid,variant,r2,mse,rmse,mae,max_error,negative_predictions
dft_free,2,3,792,198,gbr,0.8212037086458316,0.5024009820867779,0.7088024986459753,0.5335011675456818,2.2672550938964555,0
dft_free,2,3,792,198,svr,0.7575716977006013,0.6812010262538851,0.825349032987793,0.5823752049975979,3.83084819059541,0
dft_free,2,3,792,198,mlp,0.8818583027950333,0.3319672027402499,0.5761659506949798,0.41492204610898037,2.424184669494629,0
dft_free,2,3,792,198,pinn,0.8661766928479412,0.37603107105905537,0.6132137238019509,0.4361381878539769,2.4068399562835694,0
dft_free,2,3,792,198,stack_ridge,0.8848005705037677,0.3236997035922821,0.5689461341746529,0.4123774347727439,2.3220492762515033,0
dft_free,2,3,792,198,stack_nnls,0.8795150538841388,0.33855151466971406,0.5818517978572499,0.42276506178020434,2.27737404788206,0
dft_free,2,4,792,198,prior_xgb,0.6837206294467478,0.540014858791259,0.7348570328922892,0.4561449952080394,3.5888675231933593,2
dft_free,2,4,792,198,prior_gbr,0.6767284464217718,0.5519533001833427,0.7429355962553839,0.4665105866584911,3.46458493239357,3
dft_free,2,4,792,198,prior_rf,0.6598316837499056,0.5808028040011736,0.7621041949767587,0.49181598916317704,3.199697416666658,0
dft_free,2,4,792,198,rf,0.6728642561790501,0.5585510120246672,0.7473627044646175,0.4960441251803751,3.0902700000000003,0
dft_free,2,4,792,198,gbr,0.618421686022389,0.6515061636172447,0.807159317370025,0.5084861924409119,3.758411601906502,3
dft_free,2,4,792,198,svr,0.6265870066903751,0.6375647090108478,0.7984764924597642,0.5536448165264161,3.272732043315928,0
dft_free,2,4,792,198,mlp,0.6245257782677174,0.6410840469102848,0.800677242657917,0.501356527120176,3.6707333869934082,1
dft_free,2,4,792,198,pinn,0.6289757028317146,0.6334862532860746,0.7959184966352236,0.5019304877296843,3.378537036895752,0
dft_free,2,4,792,198,stack_ridge,0.6565871995764223,0.5863424307549805,0.765729998599363,0.4594629455914789,3.7095200724285053,3
dft_free,2,4,792,198,stack_nnls,0.6683324434262324,0.566288621403048,0.7525215089305076,0.4503670997647962,3.5264214926420747,0
